Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.0,"0.719 (0.712, 0.712)","0.022 (0.021, 0.021)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.022 (0.021, 0.021)",Model
0.01,"0.719 (0.712, 0.712)","0.355 (0.327, 0.327)","0.858 (0.804, 0.804)","0.343 (0.316, 0.316)","0.029 (0.027, 0.027)",Model
0.02,"0.719 (0.712, 0.712)","0.698 (0.685, 0.685)","0.612 (0.571, 0.571)","0.700 (0.686, 0.686)","0.044 (0.040, 0.040)",Model
0.03,"0.719 (0.712, 0.712)","0.847 (0.840, 0.840)","0.445 (0.442, 0.442)","0.856 (0.847, 0.847)","0.066 (0.056, 0.056)",Model
0.04,"0.719 (0.712, 0.712)","0.906 (0.904, 0.904)","0.368 (0.345, 0.345)","0.918 (0.913, 0.913)","0.092 (0.083, 0.083)",Model
0.05,"0.719 (0.712, 0.712)","0.935 (0.932, 0.932)","0.277 (0.250, 0.250)","0.949 (0.948, 0.948)","0.111 (0.092, 0.092)",Model
0.06,"0.719 (0.712, 0.712)","0.950 (0.948, 0.948)","0.252 (0.227, 0.227)","0.966 (0.964, 0.964)","0.142 (0.128, 0.128)",Model
0.07,"0.719 (0.712, 0.712)","0.958 (0.956, 0.956)","0.230 (0.205, 0.205)","0.974 (0.973, 0.973)","0.166 (0.134, 0.134)",Model
0.08,"0.719 (0.712, 0.712)","0.962 (0.961, 0.961)","0.186 (0.145, 0.145)","0.980 (0.978, 0.978)","0.168 (0.125, 0.125)",Model
0.09,"0.719 (0.712, 0.712)","0.965 (0.963, 0.963)","0.174 (0.127, 0.127)","0.983 (0.982, 0.982)","0.185 (0.137, 0.137)",Model
0.1,"0.719 (0.712, 0.712)","0.968 (0.966, 0.966)","0.143 (0.091, 0.091)","0.986 (0.985, 0.985)","0.188 (0.161, 0.161)",Model
0.11,"0.719 (0.712, 0.712)","0.970 (0.969, 0.969)","0.136 (0.091, 0.091)","0.989 (0.988, 0.988)","0.212 (0.194, 0.194)",Model
0.12,"0.719 (0.712, 0.712)","0.971 (0.970, 0.970)","0.125 (0.091, 0.091)","0.990 (0.989, 0.989)","0.210 (0.167, 0.167)",Model
0.13,"0.719 (0.712, 0.712)","0.972 (0.971, 0.971)","0.107 (0.068, 0.068)","0.991 (0.990, 0.990)","0.213 (0.158, 0.158)",Model
0.14,"0.719 (0.712, 0.712)","0.973 (0.972, 0.972)","0.103 (0.068, 0.068)","0.993 (0.992, 0.992)","0.235 (0.176, 0.176)",Model
0.15,"0.719 (0.712, 0.712)","0.974 (0.973, 0.973)","0.096 (0.068, 0.068)","0.993 (0.993, 0.993)","0.240 (0.200, 0.200)",Model
0.16,"0.719 (0.712, 0.712)","0.975 (0.973, 0.973)","0.093 (0.068, 0.068)","0.995 (0.994, 0.994)","0.269 (0.214, 0.214)",Model
0.17,"0.719 (0.712, 0.712)","0.975 (0.974, 0.974)","0.089 (0.068, 0.068)","0.995 (0.995, 0.995)","0.283 (0.250, 0.250)",Model
0.18,"0.719 (0.712, 0.712)","0.976 (0.975, 0.975)","0.083 (0.068, 0.068)","0.996 (0.996, 0.996)","0.308 (0.273, 0.273)",Model
0.19,"0.719 (0.712, 0.712)","0.976 (0.975, 0.975)","0.076 (0.068, 0.068)","0.996 (0.996, 0.996)","0.319 (0.267, 0.267)",Model
0.2,"0.719 (0.712, 0.712)","0.977 (0.975, 0.975)","0.068 (0.058, 0.058)","0.997 (0.996, 0.996)","0.343 (0.250, 0.250)",Model
0.21,"0.719 (0.712, 0.712)","0.977 (0.975, 0.975)","0.057 (0.038, 0.038)","0.997 (0.997, 0.997)","0.328 (0.222, 0.222)",Model
0.22,"0.719 (0.712, 0.712)","0.977 (0.976, 0.976)","0.054 (0.038, 0.038)","0.998 (0.998, 0.998)","0.362 (0.250, 0.250)",Model
0.23,"0.719 (0.712, 0.712)","0.977 (0.976, 0.976)","0.046 (0.023, 0.023)","0.998 (0.998, 0.998)","0.337 (0.250, 0.250)",Model
0.24,"0.719 (0.712, 0.712)","0.978 (0.976, 0.976)","0.038 (0.023, 0.023)","0.999 (0.998, 0.998)","0.370 (0.250, 0.250)",Model
0.25,"0.719 (0.712, 0.712)","0.978 (0.976, 0.976)","0.032 (0.023, 0.023)","0.999 (0.998, 0.998)","0.343 (0.143, 0.143)",Model
0.26,"0.719 (0.712, 0.712)","0.978 (0.976, 0.976)","0.032 (0.023, 0.023)","0.999 (0.998, 0.998)","0.343 (0.143, 0.143)",Model
0.27,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.028 (0.018, 0.018)","0.999 (0.998, 0.998)","0.310 (0.143, 0.143)",Model
0.28,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.028 (0.018, 0.018)","0.999 (0.999, 0.999)","0.328 (0.167, 0.167)",Model
0.29,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.028 (0.018, 0.018)","0.999 (0.999, 0.999)","0.334 (0.200, 0.200)",Model
0.3,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.025 (0.018, 0.018)","0.999 (0.999, 0.999)","0.320 (0.200, 0.200)",Model
0.31,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.017 (0.000, 0.000)","0.999 (0.999, 0.999)","0.260 (0.000, 0.000)",Model
0.32,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","0.999 (0.999, 0.999)","0.217 (0.000, 0.000)",Model
0.33,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","0.999 (0.999, 0.999)","0.217 (0.000, 0.000)",Model
0.34,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","0.999 (0.999, 0.999)","0.217 (0.000, 0.000)",Model
0.35000000000000003,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","0.999 (0.999, 0.999)","0.217 (0.000, 0.000)",Model
0.36,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","0.999 (0.999, 0.999)","0.317 (0.000, 0.000)",Model
0.37,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","0.999 (0.999, 0.999)","0.317 (0.000, 0.000)",Model
0.38,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","1.000 (0.999, 0.999)","0.350 (0.000, 0.000)",Model
0.39,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.150 (0.000, 0.000)",Model
0.4,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.250 (0.000, 0.000)",Model
0.41000000000000003,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.250 (0.000, 0.000)",Model
0.42,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.250 (0.000, 0.000)",Model
0.43,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.250 (0.000, 0.000)",Model
0.44,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.250 (0.000, 0.000)",Model
0.45,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.250 (0.000, 0.000)",Model
0.46,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.003 (0.000, 0.000)","1.000 (1.000, 1.000)","0.050 (0.000, 0.000)",Model
0.47000000000000003,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.48,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.49,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.5,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.51,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.52,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.53,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.54,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.55,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.56,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.5700000000000001,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.58,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.59,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.6,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.61,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.62,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.63,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.64,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.65,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.66,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.67,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.68,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.6900000000000001,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.7000000000000001,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.71,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.72,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.73,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.74,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.75,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.76,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.77,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.78,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.79,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.81,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8200000000000001,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8300000000000001,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.84,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.85,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.86,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.87,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.88,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.89,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.91,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.92,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.93,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9400000000000001,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9500000000000001,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.96,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.97,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.98,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.99,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.0,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.01,"0.719 (0.712, 0.712)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.0,"0.668 (0.664, 0.664)","0.064 (0.057, 0.057)","0.979 (0.964, 0.964)","0.044 (0.037, 0.037)","0.022 (0.022, 0.022)",AlloSure
0.01,"0.668 (0.664, 0.664)","0.129 (0.125, 0.125)","0.938 (0.932, 0.932)","0.111 (0.106, 0.106)","0.023 (0.022, 0.022)",AlloSure
0.02,"0.668 (0.664, 0.664)","0.213 (0.207, 0.207)","0.909 (0.892, 0.892)","0.198 (0.190, 0.190)","0.025 (0.024, 0.024)",AlloSure
0.03,"0.668 (0.664, 0.664)","0.303 (0.293, 0.293)","0.880 (0.855, 0.855)","0.290 (0.280, 0.280)","0.027 (0.026, 0.026)",AlloSure
0.04,"0.668 (0.664, 0.664)","0.383 (0.368, 0.368)","0.785 (0.750, 0.750)","0.374 (0.358, 0.358)","0.027 (0.026, 0.026)",AlloSure
0.05,"0.668 (0.664, 0.664)","0.455 (0.444, 0.444)","0.750 (0.705, 0.705)","0.448 (0.436, 0.436)","0.030 (0.027, 0.027)",AlloSure
0.06,"0.668 (0.664, 0.664)","0.516 (0.503, 0.503)","0.695 (0.673, 0.673)","0.512 (0.498, 0.498)","0.031 (0.030, 0.030)",AlloSure
0.07,"0.668 (0.664, 0.664)","0.566 (0.550, 0.550)","0.674 (0.659, 0.659)","0.563 (0.547, 0.547)","0.034 (0.032, 0.032)",AlloSure
0.08,"0.668 (0.664, 0.664)","0.609 (0.593, 0.593)","0.619 (0.607, 0.607)","0.608 (0.592, 0.592)","0.034 (0.033, 0.033)",AlloSure
0.09,"0.668 (0.664, 0.664)","0.646 (0.621, 0.621)","0.592 (0.568, 0.568)","0.647 (0.622, 0.622)","0.037 (0.034, 0.034)",AlloSure
0.1,"0.668 (0.664, 0.664)","0.677 (0.652, 0.652)","0.568 (0.523, 0.523)","0.679 (0.655, 0.655)","0.039 (0.036, 0.036)",AlloSure
0.11,"0.668 (0.664, 0.664)","0.701 (0.674, 0.674)","0.558 (0.523, 0.523)","0.704 (0.676, 0.676)","0.041 (0.039, 0.039)",AlloSure
0.12,"0.668 (0.664, 0.664)","0.720 (0.693, 0.693)","0.547 (0.519, 0.519)","0.724 (0.697, 0.697)","0.043 (0.040, 0.040)",AlloSure
0.13,"0.668 (0.664, 0.664)","0.737 (0.715, 0.715)","0.540 (0.519, 0.519)","0.742 (0.718, 0.718)","0.046 (0.041, 0.041)",AlloSure
0.14,"0.668 (0.664, 0.664)","0.752 (0.727, 0.727)","0.514 (0.481, 0.481)","0.757 (0.731, 0.731)","0.046 (0.041, 0.041)",AlloSure
0.15,"0.668 (0.664, 0.664)","0.766 (0.740, 0.740)","0.504 (0.477, 0.477)","0.772 (0.745, 0.745)","0.048 (0.044, 0.044)",AlloSure
0.16,"0.668 (0.664, 0.664)","0.779 (0.752, 0.752)","0.497 (0.477, 0.477)","0.785 (0.757, 0.757)","0.050 (0.046, 0.046)",AlloSure
0.17,"0.668 (0.664, 0.664)","0.788 (0.763, 0.763)","0.479 (0.455, 0.455)","0.795 (0.769, 0.769)","0.051 (0.046, 0.046)",AlloSure
0.18,"0.668 (0.664, 0.664)","0.798 (0.773, 0.773)","0.454 (0.432, 0.432)","0.806 (0.780, 0.780)","0.051 (0.047, 0.047)",AlloSure
0.19,"0.668 (0.664, 0.664)","0.807 (0.785, 0.785)","0.446 (0.432, 0.432)","0.815 (0.792, 0.792)","0.052 (0.049, 0.049)",AlloSure
0.2,"0.668 (0.664, 0.664)","0.816 (0.796, 0.796)","0.443 (0.432, 0.432)","0.824 (0.803, 0.803)","0.054 (0.052, 0.052)",AlloSure
0.21,"0.668 (0.664, 0.664)","0.822 (0.802, 0.802)","0.410 (0.409, 0.409)","0.831 (0.810, 0.810)","0.053 (0.050, 0.050)",AlloSure
0.22,"0.668 (0.664, 0.664)","0.827 (0.808, 0.808)","0.388 (0.409, 0.409)","0.837 (0.816, 0.816)","0.051 (0.043, 0.043)",AlloSure
0.23,"0.668 (0.664, 0.664)","0.834 (0.815, 0.815)","0.381 (0.400, 0.400)","0.844 (0.825, 0.825)","0.053 (0.045, 0.045)",AlloSure
0.24,"0.668 (0.664, 0.664)","0.839 (0.821, 0.821)","0.368 (0.364, 0.364)","0.850 (0.830, 0.830)","0.053 (0.047, 0.047)",AlloSure
0.25,"0.668 (0.664, 0.664)","0.843 (0.822, 0.822)","0.365 (0.364, 0.364)","0.854 (0.832, 0.832)","0.054 (0.048, 0.048)",AlloSure
0.26,"0.668 (0.664, 0.664)","0.848 (0.828, 0.828)","0.357 (0.364, 0.364)","0.859 (0.838, 0.838)","0.055 (0.047, 0.047)",AlloSure
0.27,"0.668 (0.664, 0.664)","0.852 (0.831, 0.831)","0.347 (0.357, 0.357)","0.863 (0.841, 0.841)","0.055 (0.049, 0.049)",AlloSure
0.28,"0.668 (0.664, 0.664)","0.855 (0.837, 0.837)","0.339 (0.339, 0.339)","0.867 (0.848, 0.848)","0.056 (0.050, 0.050)",AlloSure
0.29,"0.668 (0.664, 0.664)","0.858 (0.840, 0.840)","0.331 (0.318, 0.318)","0.870 (0.851, 0.851)","0.056 (0.050, 0.050)",AlloSure
0.3,"0.668 (0.664, 0.664)","0.861 (0.843, 0.843)","0.319 (0.295, 0.295)","0.873 (0.854, 0.854)","0.055 (0.051, 0.051)",AlloSure
0.31,"0.668 (0.664, 0.664)","0.864 (0.847, 0.847)","0.319 (0.295, 0.295)","0.876 (0.859, 0.859)","0.057 (0.053, 0.053)",AlloSure
0.32,"0.668 (0.664, 0.664)","0.867 (0.850, 0.850)","0.316 (0.295, 0.295)","0.879 (0.861, 0.861)","0.057 (0.054, 0.054)",AlloSure
0.33,"0.668 (0.664, 0.664)","0.870 (0.854, 0.854)","0.312 (0.295, 0.295)","0.882 (0.866, 0.866)","0.058 (0.051, 0.051)",AlloSure
0.34,"0.668 (0.664, 0.664)","0.873 (0.857, 0.857)","0.309 (0.295, 0.295)","0.885 (0.869, 0.869)","0.059 (0.049, 0.049)",AlloSure
0.35000000000000003,"0.668 (0.664, 0.664)","0.875 (0.860, 0.860)","0.302 (0.295, 0.295)","0.887 (0.873, 0.873)","0.058 (0.050, 0.050)",AlloSure
0.36,"0.668 (0.664, 0.664)","0.878 (0.864, 0.864)","0.298 (0.295, 0.295)","0.891 (0.876, 0.876)","0.059 (0.047, 0.047)",AlloSure
0.37,"0.668 (0.664, 0.664)","0.880 (0.867, 0.867)","0.298 (0.295, 0.295)","0.893 (0.879, 0.879)","0.061 (0.048, 0.048)",AlloSure
0.38,"0.668 (0.664, 0.664)","0.882 (0.868, 0.868)","0.298 (0.295, 0.295)","0.895 (0.880, 0.880)","0.062 (0.050, 0.050)",AlloSure
0.39,"0.668 (0.664, 0.664)","0.885 (0.871, 0.871)","0.298 (0.295, 0.295)","0.898 (0.883, 0.883)","0.063 (0.051, 0.051)",AlloSure
0.4,"0.668 (0.664, 0.664)","0.886 (0.873, 0.873)","0.290 (0.273, 0.273)","0.899 (0.886, 0.886)","0.063 (0.051, 0.051)",AlloSure
0.41000000000000003,"0.668 (0.664, 0.664)","0.888 (0.875, 0.875)","0.290 (0.273, 0.273)","0.901 (0.888, 0.888)","0.064 (0.053, 0.053)",AlloSure
0.42,"0.668 (0.664, 0.664)","0.889 (0.876, 0.876)","0.290 (0.273, 0.273)","0.903 (0.889, 0.889)","0.065 (0.053, 0.053)",AlloSure
0.43,"0.668 (0.664, 0.664)","0.891 (0.878, 0.878)","0.290 (0.273, 0.273)","0.904 (0.891, 0.891)","0.066 (0.054, 0.054)",AlloSure
0.44,"0.668 (0.664, 0.664)","0.893 (0.880, 0.880)","0.287 (0.273, 0.273)","0.906 (0.893, 0.893)","0.066 (0.056, 0.056)",AlloSure
0.45,"0.668 (0.664, 0.664)","0.894 (0.882, 0.882)","0.270 (0.273, 0.273)","0.908 (0.895, 0.895)","0.064 (0.057, 0.057)",AlloSure
0.46,"0.668 (0.664, 0.664)","0.896 (0.883, 0.883)","0.270 (0.273, 0.273)","0.910 (0.896, 0.896)","0.065 (0.058, 0.058)",AlloSure
0.47000000000000003,"0.668 (0.664, 0.664)","0.898 (0.885, 0.885)","0.266 (0.250, 0.250)","0.912 (0.898, 0.898)","0.066 (0.060, 0.060)",AlloSure
0.48,"0.668 (0.664, 0.664)","0.899 (0.886, 0.886)","0.266 (0.250, 0.250)","0.914 (0.900, 0.900)","0.067 (0.061, 0.061)",AlloSure
0.49,"0.668 (0.664, 0.664)","0.900 (0.888, 0.888)","0.259 (0.250, 0.250)","0.915 (0.902, 0.902)","0.066 (0.062, 0.062)",AlloSure
0.5,"0.668 (0.664, 0.664)","0.902 (0.889, 0.889)","0.259 (0.250, 0.250)","0.916 (0.902, 0.902)","0.068 (0.064, 0.064)",AlloSure
0.51,"0.668 (0.664, 0.664)","0.903 (0.890, 0.890)","0.253 (0.250, 0.250)","0.918 (0.904, 0.904)","0.067 (0.064, 0.064)",AlloSure
0.52,"0.668 (0.664, 0.664)","0.904 (0.892, 0.892)","0.249 (0.250, 0.250)","0.919 (0.906, 0.906)","0.067 (0.065, 0.065)",AlloSure
0.53,"0.668 (0.664, 0.664)","0.906 (0.895, 0.895)","0.238 (0.232, 0.232)","0.921 (0.909, 0.909)","0.066 (0.060, 0.060)",AlloSure
0.54,"0.668 (0.664, 0.664)","0.907 (0.896, 0.896)","0.234 (0.232, 0.232)","0.922 (0.911, 0.911)","0.066 (0.057, 0.057)",AlloSure
0.55,"0.668 (0.664, 0.664)","0.909 (0.897, 0.897)","0.231 (0.232, 0.232)","0.924 (0.912, 0.912)","0.066 (0.058, 0.058)",AlloSure
0.56,"0.668 (0.664, 0.664)","0.910 (0.900, 0.900)","0.231 (0.232, 0.232)","0.925 (0.915, 0.915)","0.068 (0.060, 0.060)",AlloSure
0.5700000000000001,"0.668 (0.664, 0.664)","0.911 (0.902, 0.902)","0.231 (0.232, 0.232)","0.927 (0.917, 0.917)","0.068 (0.061, 0.061)",AlloSure
0.58,"0.668 (0.664, 0.664)","0.913 (0.902, 0.902)","0.231 (0.232, 0.232)","0.928 (0.917, 0.917)","0.069 (0.061, 0.061)",AlloSure
0.59,"0.668 (0.664, 0.664)","0.913 (0.904, 0.904)","0.227 (0.218, 0.218)","0.929 (0.920, 0.920)","0.069 (0.058, 0.058)",AlloSure
0.6,"0.668 (0.664, 0.664)","0.914 (0.905, 0.905)","0.218 (0.205, 0.205)","0.930 (0.920, 0.920)","0.069 (0.059, 0.059)",AlloSure
0.61,"0.668 (0.664, 0.664)","0.915 (0.906, 0.906)","0.218 (0.205, 0.205)","0.931 (0.922, 0.922)","0.070 (0.060, 0.060)",AlloSure
0.62,"0.668 (0.664, 0.664)","0.916 (0.906, 0.906)","0.208 (0.200, 0.200)","0.931 (0.922, 0.922)","0.067 (0.056, 0.056)",AlloSure
